Wall time,Step,Value
1624949313.64384,4310,29.277109146118164
1624949314.3438547,4610,28.845773696899414
1624949320.4467494,7210,29.892337799072266
1624949325.79441,9510,30.63514518737793
1624949343.029173,16810,31.81622314453125
1624949358.006095,23010,32.094970703125
1624949359.19092,23510,31.69359588623047
1624949364.1327596,25610,32.564632415771484
1624949368.3930523,27410,31.8864688873291
1624949376.7286885,30910,31.81504249572754
1624949377.2141423,31110,31.339841842651367
1624949379.1207037,31910,31.945125579833984
1624949417.1580617,47510,33.12080764770508
1624949432.295618,53710,32.19016647338867
1624949442.7710917,58010,32.62152862548828
1624949444.4798486,58710,32.75136947631836
1624949456.236284,63510,31.71764373779297
1624949459.37582,64810,32.68062210083008
1624949465.235443,67210,32.36284255981445
1624949475.5919724,71510,32.414100646972656
1624949477.5664876,72310,33.05921173095703
1624949492.5405781,78610,31.926774978637695
1624949496.563743,80310,32.34666442871094
1624949498.0035582,80910,32.09617233276367
1624949504.6279733,83710,32.59698486328125
1624949536.5072463,97210,32.50933074951172
1624949546.6253593,101510,33.28548812866211
1624949558.8723407,106710,33.00340270996094
1624949567.8391645,110510,32.82173538208008
1624949585.81518,118110,32.89154815673828
1624949604.9070764,126210,33.12234115600586
1624949618.092279,131710,33.3447265625
1624949618.7854693,132010,33.30998992919922
1624949622.169688,133410,33.3881721496582
1624949623.1230745,133810,33.158103942871094
1624949634.576382,138610,32.39484786987305
1624949636.221521,139310,32.838077545166016
1624949646.730327,143710,33.13599395751953
1624949653.7592113,146710,33.391143798828125
1624949667.1548328,152410,33.03755187988281
1624949673.9494195,155310,33.470829010009766
1624949677.7699223,156910,32.72468185424805
1624949681.5746465,158510,33.004920959472656
1624949707.019451,169210,33.40642547607422
1624949717.3029208,173510,31.736974716186523
1624949718.013423,173810,32.93104934692383
1624949743.6378303,184510,34.239356994628906
1624949749.0715106,186710,33.76960754394531
1624949751.7775989,187810,33.50629806518555
1624949761.5850365,191810,33.852508544921875
1624949765.7827353,193510,34.13307189941406
1624949768.9109478,194810,33.02278518676758
1624949791.0034022,203710,32.93041229248047
1624949805.5176475,209710,34.652679443359375
1624949827.3024113,218810,34.18376922607422
1624949830.14801,220010,34.98069763183594
1624949837.6768146,223210,34.6714973449707
1624949839.107889,223810,33.93632125854492
1624949845.2008781,226310,33.977294921875
1624949856.1371057,230810,33.70106887817383
1624949876.2580974,239010,34.208683013916016
1624949887.8193731,243710,35.556427001953125
1624949891.9802952,245410,34.090518951416016
1624949892.4601202,245610,34.66455078125
1624949893.6908927,246110,34.07655715942383
1624949899.811164,248610,33.67605209350586
1624949900.0726688,248710,34.113914489746094
1624949903.0549994,249910,33.56272506713867
1624949904.3410432,250410,35.72527313232422
1624949911.7617335,253310,35.05094909667969
