Wall time,Step,Value
1624507550.1352954,4310,24.971965789794922
1624507550.8866751,4610,25.99265480041504
1624507557.3491578,7210,25.518539428710938
1624507563.0451121,9510,24.36792755126953
1624507581.354483,16810,24.11482048034668
1624507596.8859065,23010,26.059860229492188
1624507598.1200569,23510,24.80830955505371
1624507603.3419304,25610,24.24102783203125
1624507607.8440862,27410,24.478944778442383
1624507616.7483988,30910,24.306987762451172
1624507617.272667,31110,22.735572814941406
1624507619.2521465,31910,26.202112197875977
1624507658.5650995,47510,25.259037017822266
1624507673.993158,53710,27.482622146606445
1624507684.8640695,58010,26.542057037353516
1624507686.6105204,58710,26.2627010345459
1624507698.5339448,63510,26.004945755004883
1624507701.799395,64810,24.500152587890625
1624507707.774207,67210,23.694215774536133
1624507718.8520725,71510,25.665315628051758
1624507720.8371956,72310,25.841150283813477
1624507736.5621748,78610,26.16965675354004
1624507740.7458405,80310,23.614253997802734
1624507742.2605193,80910,25.056842803955078
1624507749.3351567,83710,26.1597957611084
1624507783.2004879,97210,24.385990142822266
1624507793.957123,101510,25.420621871948242
1624507806.856239,106710,26.26984214782715
1624507816.433834,110510,27.50261688232422
1624507835.4634933,118110,25.915969848632812
1624507855.904165,126210,27.079233169555664
1624507869.6826656,131710,26.053726196289062
1624507870.4347324,132010,26.739194869995117
1624507873.971068,133410,26.788599014282227
1624507874.978154,133810,26.67829704284668
1624507887.0010347,138610,25.091007232666016
1624507888.7148829,139310,24.6970272064209
1624507899.7219558,143710,24.396495819091797
1624507907.359753,146710,26.221220016479492
1624507921.6414979,152410,24.563020706176758
1624507928.8319445,155310,25.544788360595703
1624507932.7995112,156910,25.962068557739258
1624507936.8226547,158510,27.574726104736328
1624507963.7377582,169210,26.328779220581055
1624507974.493936,173510,23.489486694335938
1624507975.2457118,173810,27.44766616821289
1624508002.1915722,184510,24.647502899169922
1624508007.9142513,186710,24.211563110351562
1624508010.717399,187810,26.974090576171875
1624508020.7652476,191810,24.11455535888672
1624508024.9904242,193510,25.04715347290039
1624508028.2213013,194810,24.56026840209961
1624508050.5378025,203710,26.850479125976562
1624508065.515202,209710,24.164886474609375
1624508088.3707154,218810,25.104867935180664
1624508091.3526003,220010,25.282817840576172
1624508099.2590368,223210,25.272907257080078
1624508100.7311964,223810,27.369754791259766
1624508107.0247118,226310,26.31900978088379
1624508118.3117206,230810,26.223438262939453
1624508138.8869784,239010,25.43528938293457
1624508150.677573,243710,25.04252815246582
1624508154.9361176,245410,24.601333618164062
1624508155.4321632,245610,24.984411239624023
1624508156.670771,246110,27.266767501831055
1624508162.8639429,248610,26.060304641723633
1624508163.1116745,248710,25.653562545776367
1624508166.1087728,249910,23.52631378173828
1624508167.362875,250410,26.11048126220703
1624508174.5994387,253310,26.632795333862305
1624508178.4243994,254810,25.59014129638672
1624508212.9252915,268610,25.8695125579834
1624508226.6202765,274110,25.67192268371582
1624508283.7953553,296810,24.630226135253906
1624508301.47753,303910,26.287307739257812
1624508302.2448754,304210,25.816631317138672
1624508316.839805,310010,26.33531951904297
1624508332.2449963,316210,26.90508460998535
1624508349.5163176,323110,27.625
1624508352.9854765,324510,25.99660873413086
1624508353.483828,324710,25.302824020385742
1624508353.7279413,324810,26.295578002929688
1624508368.0956767,330610,25.026622772216797
1624508412.120863,348110,27.294397354125977
1624508447.1814926,361910,26.267372131347656
1624508447.6899955,362110,26.429040908813477
1624508460.1037593,367110,27.00128936767578
1624508478.0374718,374210,24.36948013305664
1624508491.0991838,379410,26.035144805908203
1624508496.379904,381510,26.8690128326416
1624508498.1897044,382210,26.793540954589844
1624508525.3150768,392910,26.590808868408203
1624508532.291746,395710,24.547807693481445
1624508539.3802645,398510,25.465173721313477
1624508552.58028,403710,26.793729782104492
1624508568.3418944,409910,25.25482749938965
1624508593.0126727,419710,26.64164161682129
1624508600.867963,422810,26.625675201416016
1624508602.1824794,423310,27.19068717956543
1624508623.80438,431810,25.729228973388672
1624508624.311645,432010,27.239315032958984
1624508644.8636599,440110,26.62922477722168
1624508668.0404816,449310,27.339366912841797
1624508672.410296,451010,28.058696746826172
1624508677.7940838,453110,26.698301315307617
1624508711.6279938,466510,27.49321174621582
1624508712.6076493,466910,26.786325454711914
1624508714.5965326,467710,26.421672821044922
1624508742.6804924,478910,25.764469146728516
1624508746.119126,480310,26.99993324279785
1624508755.5174313,484110,24.02557945251465
1624508758.4686286,485310,27.589885711669922
1624508768.8663018,489510,28.883094787597656
1624508787.9880373,497210,26.80594253540039
1624508807.8312054,505110,25.78347396850586
1624508808.31691,505310,26.582433700561523
1624508821.6257124,510710,24.423526763916016
1624508828.535025,513510,27.369688034057617
1624508854.6274526,524010,26.209409713745117
1624508881.2704513,534610,26.245283126831055
1624508884.7728527,536010,24.582509994506836
1624508900.042199,542110,27.797504425048828
1624508932.2215722,555010,25.500755310058594
1624508964.6176064,568010,28.172348022460938
1624508975.685223,572410,27.719959259033203
1624508996.6350636,580910,27.67736053466797
1624509001.5524573,582910,25.73889923095703
1624509010.503039,586510,29.15806007385254
1624509012.2421825,587210,27.279123306274414
1624509021.1011534,590810,26.33385467529297
1624509026.2928407,592910,26.97568130493164
1624509041.916516,599110,26.89162826538086
1624509046.892048,601110,27.01422691345215
1624509074.4335868,612210,26.779478073120117
1624509076.9516692,613210,29.956151962280273
1624509093.9612758,620110,26.165557861328125
1624509097.2981718,621410,27.23457908630371
1624509098.8088865,622010,28.411033630371094
1624509102.1473374,623310,27.246891021728516
1624509116.2741165,629010,28.209497451782227
1624509121.9786544,631310,27.02722930908203
1624509137.955486,637710,27.478740692138672
1624509173.7813704,652110,25.255693435668945
1624509187.1225305,657510,27.459131240844727
1624509194.2813563,660410,27.03449249267578
1624509207.9541614,665810,28.671831130981445
1624509217.6845827,669710,28.092315673828125
1624509218.4975996,670010,26.660921096801758
1624509221.515311,671210,26.70822525024414
1624509229.2991173,674310,27.073640823364258
1624509257.1066365,685510,28.462106704711914
1624509285.0208333,696710,26.049118041992188
1624509291.5245845,699310,26.019956588745117
1624509319.7871416,710710,28.048185348510742
1624509321.7589934,711510,24.632259368896484
1624509332.0105019,715610,26.553251266479492
1624509354.885632,724810,26.740535736083984
1624509370.8230712,731210,25.995738983154297
1624509382.7263086,736010,28.97582244873047
1624509388.371235,738310,26.56947898864746
1624509405.4631941,745110,27.969419479370117
1624509407.918311,746110,26.806217193603516
1624509408.6567504,746410,25.409381866455078
1624509412.3612757,747910,28.868932723999023
1624509420.492282,751210,28.074832916259766
1624509465.9973774,769410,26.171140670776367
1624509482.5226002,776110,28.035287857055664
1624509489.417693,778910,28.192209243774414
1624509491.9033287,779910,25.95077896118164
1624509500.7034643,783410,28.422372817993164
1624509540.384036,799210,28.155778884887695
1624509558.8554156,806710,27.642892837524414
1624509587.1322846,818110,27.585912704467773
1624509597.5878017,822210,28.333845138549805
1624509625.7547212,833510,28.591476440429688
1624509632.9957967,836410,27.42023277282715
1624509634.2089002,836910,27.26466941833496
1624509636.4890437,837810,28.04218101501465
1624509658.675411,846810,26.501787185668945
1624509659.4058926,847110,26.555784225463867
1624509666.3644097,849910,28.483367919921875
1624509668.81925,850910,27.631298065185547
1624509691.904116,860210,26.30954360961914
1624509700.5716197,863610,27.31085968017578
1624509715.5119665,869610,26.88271713256836
1624509746.157167,882010,27.677879333496094
1624509760.9443915,887910,26.04460906982422
1624509767.5153775,890510,26.569252014160156
1624509768.2608345,890810,28.626089096069336
1624509773.4537933,892910,27.48240089416504
1624509775.1972873,893610,28.462791442871094
1624509789.4168067,899410,28.698795318603516
1624509790.879647,900010,26.692712783813477
1624509804.9267697,905610,27.29541778564453
1624509856.1159148,926110,25.726776123046875
1624509870.0235567,931710,28.741790771484375
1624509878.0080347,934910,28.464839935302734
1624509899.8289404,943610,27.440919876098633
1624509907.953805,946910,26.519670486450195
1624509927.5519783,954810,26.989173889160156
1624509929.3726952,955510,26.236461639404297
1624509932.6072125,956810,29.598302841186523
1624509947.5906987,962810,26.507402420043945
1624509954.952077,965810,28.292470932006836
1624509960.6887178,968110,29.24481201171875
1624509965.1022687,969910,28.748449325561523
1624510001.0776253,984410,27.373088836669922
1624510016.8207762,990810,27.894929885864258
1624510054.2912786,1005910,28.692642211914062
1624510060.8823392,1008510,27.29206085205078
1624510108.296846,1027710,27.657617568969727
1624510109.9880269,1028410,28.1480655670166
1624510138.2157557,1039710,27.386789321899414
1624510138.9579382,1040010,25.79214859008789
1624510144.1623697,1042110,28.04995346069336
1624510158.838648,1048010,28.704517364501953
1624510169.4030418,1052310,28.126976013183594
1624510190.6491244,1060810,27.675081253051758
1624510198.3928237,1063910,28.108869552612305
1624510202.3232944,1065510,25.175384521484375
1624510206.4928765,1067210,27.63591957092285
1624510216.505163,1071210,28.936120986938477
1624510228.0639038,1075810,27.8513126373291
1624510228.3082829,1075910,27.33641242980957
1624510233.706412,1078110,25.77863121032715
1624510242.5197334,1081610,28.930578231811523
1624510248.9196265,1084210,27.78740882873535
1624510251.2056494,1085110,26.54691505432129
1624510264.1890302,1090310,26.957855224609375
1624510264.9269788,1090610,28.37154197692871
1624510273.3546562,1094010,27.462846755981445
1624510274.330356,1094410,27.342729568481445
1624510280.0060275,1096710,28.283349990844727
1624510281.4702606,1097310,27.067338943481445
1624510281.9606447,1097510,28.818580627441406
1624510293.4384997,1102110,29.437545776367188
1624510313.733394,1110310,28.905542373657227
1624510318.4154906,1112210,28.275829315185547
1624510320.6112368,1113110,26.14208221435547
1624510337.4967391,1119910,29.469905853271484
1624510337.9919746,1120110,28.19561004638672
1624510352.994395,1126110,26.7586669921875
1624510392.4902847,1142010,28.796709060668945
1624510405.7826316,1147310,27.95264434814453
1624510410.7094512,1149310,28.51093864440918
1624510418.4294777,1152410,29.45699119567871
1624510420.6965241,1153310,26.130647659301758
1624510424.9804504,1155010,28.364543914794922
1624510429.1862366,1156710,28.60152244567871
1624510449.569366,1164910,28.38502311706543
1624510455.3144095,1167210,26.488727569580078
1624510458.7481441,1168610,27.63283348083496
1624510476.8701067,1176010,26.485204696655273
1624510505.5365965,1187410,28.397199630737305
1624510529.256349,1197010,28.592958450317383
1624510530.4760344,1197510,27.791610717773438
1624510539.3553052,1201110,28.53205680847168
1624510547.2330084,1204210,28.069658279418945
1624510571.2826116,1213910,27.288776397705078
1624510577.709649,1216510,27.090057373046875
1624510578.697401,1216910,27.56011962890625
1624510582.7699404,1218510,27.608156204223633
1624510593.2620537,1222710,26.487613677978516
1624510609.37626,1229110,27.571409225463867
1624510610.110129,1229410,27.40719985961914
1624510614.0325696,1231010,28.81687355041504
1624510637.7526202,1240610,26.94457244873047
1624510650.9675853,1245910,26.697168350219727
1624510704.3135338,1267210,26.755952835083008
1624510711.1719894,1270010,27.085168838500977
1624510737.9260316,1280610,28.37879180908203
1624510755.9742043,1287810,27.644668579101562
1624510771.2710683,1294010,27.666711807250977
1624510790.7925076,1301810,25.183549880981445
1624510794.9737341,1303510,29.47529411315918
1624510801.585481,1306210,26.633010864257812
1624510806.7112224,1308310,27.839366912841797
1624510809.644269,1309510,27.81678581237793
1624510813.336085,1311010,27.801069259643555
1624510827.4573767,1316710,26.468231201171875
1624510845.6102054,1324010,28.138893127441406
1624510872.901684,1335010,26.735553741455078
1624510886.1137364,1340310,27.82838249206543
1624510887.1029422,1340710,27.405305862426758
1624510911.3171,1350510,29.43416976928711
1624510921.9432886,1354710,29.595014572143555
1624510934.4818127,1359810,28.385194778442383
1624510940.1786215,1362110,27.762048721313477
1624510955.0177698,1368010,25.961288452148438
1624510955.7579505,1368310,28.301349639892578
1624510978.9448164,1377710,27.748315811157227
1624510987.4511323,1381110,29.37485122680664
1624510996.0498967,1384610,28.357650756835938
1624511005.8854585,1388510,26.445663452148438
1624511028.882744,1397710,27.1767635345459
1624511034.3642423,1399910,28.023786544799805
1624511054.6800008,1408110,28.175678253173828
1624511090.0660982,1422210,28.1239070892334
1624511106.267996,1428810,28.032615661621094
1624511107.9881308,1429510,28.167871475219727
1624511110.206611,1430410,29.48906135559082
1624511114.3775966,1432110,29.283306121826172
1624511118.9170997,1433910,25.68975830078125
1624511133.38041,1439810,26.854442596435547
1624511145.8661196,1444810,28.89527130126953
1624511157.4957516,1449510,26.736064910888672
1624511172.917674,1455810,27.970924377441406
1624511191.5209007,1463310,27.877241134643555
1624511192.9906068,1463910,26.605836868286133
1624511200.3846068,1466910,27.971933364868164
1624511202.593883,1467810,26.8126277923584
1624511205.0505953,1468810,28.702041625976562
1624511227.9857895,1478010,28.442712783813477
1624511230.2122135,1478910,28.635942459106445
1624511231.2118635,1479310,29.022092819213867
1624511235.4825504,1481010,26.676694869995117
1624511251.4662917,1487410,26.83580780029297
1624511256.142213,1489310,28.153837203979492
1624511289.4961166,1502810,29.0614070892334
1624511305.1214051,1509110,29.62571907043457
1624511316.6171079,1513710,28.324430465698242
1624511327.4953806,1518110,28.398418426513672
1624511348.8648562,1526710,27.005558013916016
1624511363.040316,1532510,26.846696853637695
1624511399.9940627,1547410,27.7600040435791
1624511400.4779258,1547610,25.278915405273438
1624511408.3383033,1550810,27.820226669311523
1624511416.0152466,1553910,26.90703582763672
1624511430.4906607,1559810,28.59124183654785
1624511466.0425198,1574110,27.85504722595215
1624511471.9625866,1576510,29.996633529663086
1624511474.2273676,1577410,28.542924880981445
1624511487.911752,1582910,28.94055938720703
1624511525.2862704,1598010,28.446691513061523
1624511528.689567,1599410,25.174392700195312
1624511553.9884374,1609610,28.096471786499023
1624511559.1609185,1611710,27.386205673217773
1624511592.2745392,1625010,29.136926651000977
1624511610.2937918,1632210,27.922956466674805
1624511615.779539,1634410,27.436309814453125
1624511619.9272547,1636110,27.473434448242188
1624511631.4021015,1640710,27.207143783569336
1624511639.8551786,1644110,29.931631088256836
1624511655.8548725,1650610,27.46463394165039
1624511675.628166,1658610,27.769412994384766
1624511694.5244827,1666210,28.56304931640625
1624511703.3705535,1669810,28.74192237854004
1624511730.7776005,1680910,25.733171463012695
1624511731.0339968,1681010,27.070995330810547
1624511739.5675354,1684410,27.681453704833984
1624511743.2499955,1685810,28.84039306640625
1624511753.6300793,1690010,27.981586456298828
1624511794.8848822,1706710,27.266300201416016
1624511802.688072,1709810,28.301654815673828
1624511811.3254921,1713210,29.253393173217773
1624511837.7566698,1724010,27.84806251525879
1624511846.0374467,1727310,28.43815803527832
1624511850.4515145,1729110,29.79738426208496
1624511850.932802,1729310,28.591157913208008
1624511856.8336172,1731710,25.953195571899414
1624511857.0806818,1731810,27.689516067504883
1624511857.815251,1732110,28.925168991088867
1624511862.5947373,1734010,28.7714900970459
1624511871.4116821,1737510,27.56905746459961
1624511879.1803358,1740610,27.03885841369629
1624511888.7624068,1744510,27.535240173339844
1624511891.2059348,1745510,27.499732971191406
1624511913.4360495,1754410,28.320175170898438
1624511916.8447921,1755810,27.385404586791992
1624511924.0934575,1758710,26.60523796081543
1624511926.0651488,1759510,28.38909339904785
1624511933.1643052,1762410,27.948101043701172
1624511957.7785404,1772310,27.901065826416016
1624512015.1570122,1795410,30.20974349975586
1624512022.040415,1798210,27.75054359436035
1624512024.2379422,1799110,26.18902587890625
1624512031.0707552,1801910,28.64662742614746
1624512039.8072572,1805410,30.190298080444336
1624512042.8111818,1806610,29.401151657104492
1624512058.482836,1813010,29.70945930480957
1624512091.723225,1826510,28.55055046081543
1624512105.2389436,1831910,26.407642364501953
1624512138.106731,1845210,29.204879760742188
1624512138.3442502,1845310,28.93084144592285
1624512173.2958996,1859310,28.802854537963867
1624512203.1265454,1871410,27.57078742980957
1624512204.8768742,1872110,27.930694580078125
1624512236.294635,1884610,27.96207618713379
1624512264.1287282,1895910,27.339275360107422
1624512268.9239697,1897810,27.287364959716797
1624512276.0178587,1900610,27.85933494567871
1624512281.5473847,1902810,28.811256408691406
1624512286.773704,1904910,27.049684524536133
1624512303.497993,1911710,27.159387588500977
1624512316.697995,1917010,26.783117294311523
1624512330.942225,1922810,28.17807388305664
1624512342.1250782,1927210,28.248815536499023
1624512395.013528,1948610,27.83867835998535
1624512399.589,1950410,27.882396697998047
1624512405.4046416,1952610,28.16265106201172
1624512406.8695943,1953210,27.968549728393555
1624512433.6315658,1964110,27.552778244018555
1624512437.1638749,1965510,28.210466384887695
1624512439.906256,1966610,28.61086082458496
1624512453.5276904,1972110,28.399009704589844
1624512456.2290237,1973210,26.528766632080078
1624512457.6915154,1973810,28.837068557739258
1624512472.5409114,1979710,29.721363067626953
1624512479.2680802,1982410,27.43109893798828
1624512484.8845289,1984710,27.72015380859375
1624512502.1607893,1991710,27.828414916992188
1624512507.7043726,1993910,27.819496154785156
1624512515.7813916,1997210,28.399765014648438
1624512521.6783998,1999610,27.647499084472656
1624512531.7707303,2003610,29.192947387695312
1624512536.3723736,2005410,27.868667602539062
1624512537.9425142,2006010,28.00004005432129
1624512538.6626847,2006310,28.01192855834961
1624512557.31405,2013910,27.11454963684082
1624512557.5594027,2014010,27.50318145751953
1624512569.4734876,2018710,29.12155532836914
1624512577.0654104,2021810,26.417091369628906
1624512583.9614584,2024510,27.99647331237793
1624512584.737717,2024810,26.845523834228516
1624512586.0065012,2025310,28.476913452148438
1624512603.7773547,2032410,29.968503952026367
1624512606.6451063,2033510,28.74905014038086
1624512619.011048,2038410,27.610063552856445
1624512633.2392619,2044110,27.49799919128418
1624512644.5109606,2048610,28.6415958404541
1624512654.6233833,2052710,29.713890075683594
1624512657.8084764,2054010,27.823932647705078
1624512658.0573409,2054110,28.021879196166992
1624512663.4594314,2056310,28.491565704345703
1624512667.4077866,2057910,29.291215896606445
1624512695.0128565,2069010,26.884023666381836
1624512700.205453,2071110,28.516366958618164
1624512717.2902958,2078010,27.521265029907227
1624512718.0279086,2078310,29.6433048248291
1624512718.2697318,2078410,28.893550872802734
1624512730.032671,2083210,27.5327091217041
1624512736.0486436,2085610,28.679630279541016
1624512768.707771,2098810,27.071544647216797
1624512788.37785,2106810,28.12541389465332
1624512791.5797987,2108110,26.264148712158203
1624512807.7810051,2114510,27.538318634033203
1624512823.82839,2121010,28.423240661621094
1624512829.573353,2123310,25.856414794921875
1624512850.5563972,2131710,26.827007293701172
1624512851.2979164,2132010,28.790929794311523
1624512852.54283,2132510,28.0025634765625
1624512869.1908317,2139210,27.06997299194336
1624512873.7504492,2141010,27.142013549804688
1624512892.5628934,2148510,30.011310577392578
1624512902.6132534,2152410,29.56417465209961
1624512944.113909,2168210,28.556411743164062
1624512954.4949405,2172410,29.732200622558594
1624512954.7353265,2172510,29.96463966369629
1624512970.7854583,2179010,26.283966064453125
1624512972.2628357,2179610,27.79549789428711
1624512978.6648288,2182210,28.832386016845703
1624512983.8993597,2184310,26.158226013183594
1624512985.388351,2184910,26.175764083862305
1624513024.759464,2200710,26.021509170532227
1624513084.0092454,2224610,29.070737838745117
1624513087.241895,2225910,27.828266143798828
1624513095.8001869,2229310,26.259246826171875
1624513101.8187394,2231710,28.45729637145996
1624513105.2891278,2233110,30.53478240966797
1624513112.18172,2235910,28.134695053100586
1624513140.5840085,2247310,28.96233367919922
1624513149.1992552,2250810,25.798288345336914
1624513158.3428009,2254510,29.40797996520996
1624513181.0403216,2263610,28.411407470703125
